Index,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
179,What A Time To Be Alive,8,4gowy3WT6D1yhMLgRBlf9C,Change Locations,spotify:track:4gowy3WT6D1yhMLgRBlf9C,0.0207,0.787,0.329,2.95e-06,0.118,-9.991,0.391,137.85,0.209,60
180,What A Time To Be Alive,9,27GmP9AWRs744SzKcpJsTZ,Jumpman,spotify:track:27GmP9AWRs744SzKcpJsTZ,0.0559,0.852,0.553,0.0,0.332,-7.286,0.187,142.079,0.656,74
181,What A Time To Be Alive,10,2ACys0pX0SjmpQmQWzp7wt,Jersey,spotify:track:2ACys0pX0SjmpQmQWzp7wt,0.513,0.758,0.526,0.000457,0.0913,-10.81,0.255,146.054,0.312,65
182,What A Time To Be Alive,11,1DmnEYXa4WfbdhAPwNzgD8,30 for 30 Freestyle,spotify:track:1DmnEYXa4WfbdhAPwNzgD8,0.671,0.744,0.619,0.0,0.123,-9.143,0.398,89.252,0.317,58
183,If You're Reading This It's Too Late,1,1ID1QFSNNxi0hiZCNcwjUC,Legend,spotify:track:1ID1QFSNNxi0hiZCNcwjUC,0.0266,0.714,0.563,0.0,0.0776,-7.574,0.0723,100.091,0.31,69
184,If You're Reading This It's Too Late,2,79XrkTOfV1AqySNjVlygpW,Energy,spotify:track:79XrkTOfV1AqySNjVlygpW,0.38,0.747,0.571,0.0,0.534,-7.916,0.478,172.104,0.553,75
185,If You're Reading This It's Too Late,3,12d5QFwzh60IIHlsSnAvps,10 Bands,spotify:track:12d5QFwzh60IIHlsSnAvps,0.265,0.825,0.756,2.15e-06,0.0762,-3.687,0.383,172.938,0.888,68
186,If You're Reading This It's Too Late,4,5InOp6q2vvx0fShv3bzFLZ,Know Yourself,spotify:track:5InOp6q2vvx0fShv3bzFLZ,0.196,0.72,0.412,0.0,0.342,-8.687,0.223,114.408,0.179,71
187,If You're Reading This It's Too Late,5,2durxb17bXcmQJHSt8JAdO,No Tellin',spotify:track:2durxb17bXcmQJHSt8JAdO,0.543,0.823,0.467,1.06e-06,0.135,-10.394,0.301,95.026,0.618,64
188,If You're Reading This It's Too Late,6,4v7SAP4KD96BFLWiCd1vF0,Madonna,spotify:track:4v7SAP4KD96BFLWiCd1vF0,0.0149,0.905,0.492,3.77e-05,0.371,-8.598,0.0595,110.017,0.142,61
189,If You're Reading This It's Too Late,7,3a8tAZFJxlmBwOtrf5L1oC,6 God,spotify:track:3a8tAZFJxlmBwOtrf5L1oC,0.0249,0.868,0.623,0.0,0.125,-8.595,0.101,105.446,0.498,66
190,If You're Reading This It's Too Late,8,2mmUoyPxzbxehpfm1TpTRK,Star67,spotify:track:2mmUoyPxzbxehpfm1TpTRK,0.747,0.521,0.392,8.81e-06,0.198,-7.88,0.17,91.939,0.166,64
191,If You're Reading This It's Too Late,9,1OHoBC4icbuNhpSxP400sv,Preach,spotify:track:1OHoBC4icbuNhpSxP400sv,0.165,0.605,0.51,8.8e-05,0.104,-8.094,0.423,65.255,0.389,69
192,If You're Reading This It's Too Late,10,6oLHyWvmk6bKrA91EIYZBp,Wednesday Night Interlude,spotify:track:6oLHyWvmk6bKrA91EIYZBp,0.729,0.312,0.466,7.34e-06,0.215,-8.163,0.0509,135.44,0.195,62
193,If You're Reading This It's Too Late,11,63p3Slj0shAFP0Q7dQetj5,Used To,spotify:track:63p3Slj0shAFP0Q7dQetj5,0.0703,0.926,0.427,0.000337,0.0818,-7.584,0.105,96.025,0.304,61
194,If You're Reading This It's Too Late,12,4kdfjhj9xNkYU0R8xlDy8k,6 Man,spotify:track:4kdfjhj9xNkYU0R8xlDy8k,0.217,0.568,0.535,0.0,0.114,-9.306,0.513,83.589,0.326,63
195,If You're Reading This It's Too Late,13,4zLOwx1yRJXWkHKt1XzF1p,Now & Forever,spotify:track:4zLOwx1yRJXWkHKt1XzF1p,0.124,0.555,0.481,0.0,0.101,-7.419,0.0322,107.793,0.098,60
196,If You're Reading This It's Too Late,14,6ImxYXeLDQPIv4qo7bMhSk,Company,spotify:track:6ImxYXeLDQPIv4qo7bMhSk,0.0403,0.651,0.55,0.0,0.165,-8.215,0.0496,107.567,0.119,66
197,If You're Reading This It's Too Late,15,2YaDRtIlQiZ5WDDB2YuEOC,You & The 6,spotify:track:2YaDRtIlQiZ5WDDB2YuEOC,0.168,0.545,0.476,0.0,0.13,-7.444,0.284,154.362,0.223,62
198,If You're Reading This It's Too Late,16,7JXZq0JgG2zTrSOAgY8VMC,Jungle,spotify:track:7JXZq0JgG2zTrSOAgY8VMC,0.62,0.697,0.235,0.000144,0.107,-8.651,0.0534,99.947,0.378,78
199,If You're Reading This It's Too Late,17,5mZJwWdxAOR4xUvSGZvvMU,6PM In New York,spotify:track:5mZJwWdxAOR4xUvSGZvvMU,0.107,0.554,0.85,0.0,0.155,-4.155,0.251,128.429,0.383,62
213,Nothing Was The Same (Deluxe),14,3eN46sMTppXYMAyWi37wn1,Come Thru,spotify:track:3eN46sMTppXYMAyWi37wn1,0.159,0.558,0.468,0.0,0.586,-5.812,0.173,81.977,0.405,65
214,Nothing Was The Same (Deluxe),15,7y911sqgHGHcyU4ivapjwi,All Me,spotify:track:7y911sqgHGHcyU4ivapjwi,0.0705,0.67,0.515,0.0,0.25,-6.977,0.397,122.006,0.422,68
215,Nothing Was The Same,1,3rE5PBReux0vbrIqbWFLnt,Tuscan Leather,spotify:track:3rE5PBReux0vbrIqbWFLnt,0.114,0.522,0.679,0.0,0.231,-5.401,0.405,79.849,0.296,58
216,Nothing Was The Same,2,7EdJ8z6IBotTjO50DfzzuV,Furthest Thing,spotify:track:7EdJ8z6IBotTjO50DfzzuV,0.147,0.484,0.78,0.0,0.0572,-5.264,0.135,137.105,0.271,61
217,Nothing Was The Same,3,5DI9jxTHrEiFAhStG7VA8E,Started From the Bottom,spotify:track:5DI9jxTHrEiFAhStG7VA8E,0.0319,0.793,0.524,0.0,0.156,-7.827,0.156,86.325,0.579,70
218,Nothing Was The Same,4,5LAKjqbB5uurPpxFEicd9S,Wu-Tang Forever,spotify:track:5LAKjqbB5uurPpxFEicd9S,0.0474,0.836,0.427,0.0,0.101,-8.516,0.27,99.912,0.368,61
219,Nothing Was The Same,5,7pjJBo6DULg6YK66PA8v7r,Own It,spotify:track:7pjJBo6DULg6YK66PA8v7r,0.0481,0.653,0.341,3.51e-05,0.312,-11.305,0.102,103.061,0.292,56
220,Nothing Was The Same,6,48RN2EOOyG2Gs5Pyla7ZJj,Worst Behavior,spotify:track:48RN2EOOyG2Gs5Pyla7ZJj,0.158,0.78,0.799,0.0,0.209,-6.359,0.15,109.944,0.414,60
221,Nothing Was The Same,7,0GaBIpyHvytM1UBYmqXu08,From Time,spotify:track:0GaBIpyHvytM1UBYmqXu08,0.626,0.739,0.491,0.0,0.126,-9.726,0.413,94.391,0.448,72
222,Nothing Was The Same,8,2aSC2xhRxOLiiZZVjhbylH,"Hold On, We're Going Home",spotify:track:2aSC2xhRxOLiiZZVjhbylH,0.00421,0.777,0.414,2.73e-05,0.0724,-7.44,0.0946,100.002,0.287,76
223,Nothing Was The Same,9,4K3BhUMfBHZuUfeC3kbhrQ,Connect,spotify:track:4K3BhUMfBHZuUfeC3kbhrQ,0.406,0.683,0.49,0.0,0.132,-9.469,0.135,75.03,0.465,54
224,Nothing Was The Same,10,3IQgeOgdHIag6mu0mgKRgQ,The Language,spotify:track:3IQgeOgdHIag6mu0mgKRgQ,0.0125,0.831,0.651,0.0,0.0809,-8.363,0.437,120.065,0.502,58
225,Nothing Was The Same,11,5ThJAPtuOCTV8owZUop495,305 To My City,spotify:track:5ThJAPtuOCTV8owZUop495,0.056,0.419,0.495,0.0,0.144,-8.781,0.348,67.622,0.132,49
226,Nothing Was The Same,12,6UgxOrbHWJeqHvh0ost7Aa,Too Much,spotify:track:6UgxOrbHWJeqHvh0ost7Aa,0.173,0.681,0.569,0.0,0.18,-5.859,0.546,140.532,0.147,64
227,Nothing Was The Same,13,4NVNapccSX7E5JLiW0uQEy,Pound Cake / Paris Morton Music 2,spotify:track:4NVNapccSX7E5JLiW0uQEy,0.139,0.52,0.761,1.13e-05,0.114,-6.75,0.536,164.083,0.264,66
228,Take Care (Deluxe),1,2Gnsof1hvZzjE1xdLRpjtf,Over My Dead Body,spotify:track:2Gnsof1hvZzjE1xdLRpjtf,0.759,0.489,0.57,2.1e-06,0.179,-10.291,0.306,185.516,0.584,67
229,Take Care (Deluxe),2,6Z01gUquJsjJC67uNWm6P0,Shot For Me,spotify:track:6Z01gUquJsjJC67uNWm6P0,0.0555,0.566,0.465,0.0,0.567,-11.714,0.235,143.015,0.177,73
230,Take Care (Deluxe),3,6LxSe8YmdPxy095Ux6znaQ,Headlines,spotify:track:6LxSe8YmdPxy095Ux6znaQ,0.365,0.636,0.566,0.000353,0.0917,-7.16,0.106,151.894,0.425,81
231,Take Care (Deluxe),4,0V4l4GQhgnWQGtCWpvA7va,Crew Love,spotify:track:0V4l4GQhgnWQGtCWpvA7va,0.227,0.418,0.546,0.0,0.229,-9.057,0.238,160.152,0.294,75
232,Take Care (Deluxe),5,124NFj84ppZ5pAxTuVQYCQ,Take Care,spotify:track:124NFj84ppZ5pAxTuVQYCQ,0.0267,0.629,0.515,1.22e-05,0.0888,-10.358,0.265,121.845,0.299,79
233,Take Care (Deluxe),6,047fCsbO4NdmwCBn8pcUXl,Marvins Room,spotify:track:047fCsbO4NdmwCBn8pcUXl,0.646,0.492,0.26,0.00178,0.0705,-17.341,0.0921,111.519,0.312,79
234,Take Care (Deluxe),7,1ZyudLFv35SRvY5SvTZqJx,Buried Alive Interlude,spotify:track:1ZyudLFv35SRvY5SvTZqJx,0.412,0.711,0.543,0.0,0.505,-12.692,0.112,102.01,0.801,61
235,Take Care (Deluxe),8,1D9XLqQp2YYiOxrr5KLb8K,Under Ground Kings,spotify:track:1D9XLqQp2YYiOxrr5KLb8K,5.2e-05,0.487,0.712,0.0,0.198,-7.323,0.27,156.209,0.397,64
236,Take Care (Deluxe),9,7udsBKuqnJ5csWTAkR0vEI,We'll Be Fine,spotify:track:7udsBKuqnJ5csWTAkR0vEI,0.00171,0.386,0.488,0.0,0.64,-7.303,0.422,193.397,0.217,61
237,Take Care (Deluxe),10,7yfg0Eer6UZZt5tZ1XdsWz,Make Me Proud,spotify:track:7yfg0Eer6UZZt5tZ1XdsWz,0.00268,0.684,0.486,0.000148,0.157,-10.155,0.132,131.913,0.355,71
238,Take Care (Deluxe),11,1QBwk6GTCxVdC2hoSw9tlM,Lord Knows,spotify:track:1QBwk6GTCxVdC2hoSw9tlM,0.0786,0.417,0.887,0.0,0.834,-5.551,0.367,167.579,0.303,66
239,Take Care (Deluxe),12,2FbGlEPAjNhWvrVvlentVq,Cameras / Good Ones Go Interlude - Medley,spotify:track:2FbGlEPAjNhWvrVvlentVq,0.255,0.441,0.403,1.27e-05,0.13,-11.18,0.147,139.92,0.158,78
240,Take Care (Deluxe),13,4eSGSqP2TZvvX0kadZZttM,Doing It Wrong,spotify:track:4eSGSqP2TZvvX0kadZZttM,0.841,0.397,0.172,6.78e-05,0.108,-15.698,0.0445,101.275,0.123,73
241,Take Care (Deluxe),14,74atKkOasLOVzvqB6mYgga,The Real Her,spotify:track:74atKkOasLOVzvqB6mYgga,0.166,0.567,0.309,0.0,0.12,-14.254,0.385,65.041,0.509,64
242,Take Care (Deluxe),15,7t1lBIr3WIEtqQEOdZFMUf,Look What You've Done,spotify:track:7t1lBIr3WIEtqQEOdZFMUf,0.485,0.495,0.351,0.0,0.0967,-14.669,0.34,134.369,0.271,73
243,Take Care (Deluxe),16,0m1KYWlT6LhFRBDVq9UNx4,HYFR (Hell Ya Fucking Right),spotify:track:0m1KYWlT6LhFRBDVq9UNx4,0.123,0.444,0.627,0.0,0.0795,-8.744,0.252,98.21,0.359,73
244,Take Care (Deluxe),17,0jF2AdhsalO1L7KkhK4LE5,Practice,spotify:track:0jF2AdhsalO1L7KkhK4LE5,0.574,0.446,0.239,7.76e-05,0.12,-15.327,0.0876,104.675,0.31,73
245,Take Care (Deluxe),18,4xRxYWgAtL6pzRz94GlZlA,The Ride,spotify:track:4xRxYWgAtL6pzRz94GlZlA,0.517,0.556,0.702,0.0,0.343,-10.079,0.205,155.948,0.793,63
246,Take Care (Deluxe),19,4Kz4RdRCceaA9VgTqBhBfa,The Motto,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,0.000107,0.766,0.442,6.12e-05,0.111,-8.558,0.356,201.8,0.39,78
247,Thank Me Later,1,73tgFzBug5Ifk1Retdtwk7,Fireworks,spotify:track:73tgFzBug5Ifk1Retdtwk7,0.433,0.55,0.758,0.0,0.162,-6.472,0.347,89.368,0.53,57
248,Thank Me Later,2,5bDEA48Dxyxoc3K4Dt7yRE,Karaoke,spotify:track:5bDEA48Dxyxoc3K4Dt7yRE,0.00879,0.758,0.654,0.0258,0.0797,-7.097,0.116,151.008,0.949,53
249,Thank Me Later,3,0llA0pYA6GpGk7fTjew0wO,The Resistance,spotify:track:0llA0pYA6GpGk7fTjew0wO,0.822,0.547,0.741,0.0,0.117,-8.127,0.163,82.589,0.637,64
250,Thank Me Later,4,6BdgtqiV3oXNqBikezwdvC,Over,spotify:track:6BdgtqiV3oXNqBikezwdvC,0.0107,0.35,0.845,0.0,0.123,-5.614,0.2,99.643,0.45,73
251,Thank Me Later,5,7v0hKO3RYhEXt2EPXf4AOS,Show Me A Good Time,spotify:track:7v0hKO3RYhEXt2EPXf4AOS,0.0386,0.667,0.734,0.0,0.108,-6.064,0.119,128.318,0.704,58
252,Thank Me Later,6,75L0qdzRnhwV62UXoNq3pE,Up All Night,spotify:track:75L0qdzRnhwV62UXoNq3pE,0.00782,0.606,0.811,1.49e-05,0.349,-4.667,0.278,156.347,0.276,68
253,Thank Me Later,7,3fpTMuD1u3gJlVI4FadVHs,Fancy,spotify:track:3fpTMuD1u3gJlVI4FadVHs,0.332,0.53,0.884,1.98e-06,0.355,-5.581,0.457,87.194,0.28,74
254,Thank Me Later,8,3d8PDk3B4am5c6TsUCznUW,Shut It Down,spotify:track:3d8PDk3B4am5c6TsUCznUW,0.411,0.59,0.434,0.0,0.0979,-9.298,0.069,119.905,0.399,59
255,Thank Me Later,9,5LZ0ZCRXrklIpnzn4Tcyde,Unforgettable,spotify:track:5LZ0ZCRXrklIpnzn4Tcyde,0.103,0.546,0.87,0.0,0.111,-5.107,0.114,156.145,0.071,58
256,Thank Me Later,10,0PWQqF5PvqRq0OPLSH0FKI,Light Up,spotify:track:0PWQqF5PvqRq0OPLSH0FKI,0.0936,0.472,0.908,0.0,0.15,-5.991,0.45,172.924,0.198,54
257,Thank Me Later,11,1U4mweNwisxNj23ffuC9gO,Miss Me,spotify:track:1U4mweNwisxNj23ffuC9gO,0.0813,0.426,0.862,0.0,0.34,-5.979,0.597,100.3,0.332,63
258,Thank Me Later,12,2G7QCDuRM7rTj0pX21e0xk,Cece's Interlude,spotify:track:2G7QCDuRM7rTj0pX21e0xk,0.0549,0.473,0.603,6.25e-06,0.115,-6.875,0.0319,94.984,0.234,49
259,Thank Me Later,13,4BycRneKmOs6MhYG9THsuX,Find Your Love,spotify:track:4BycRneKmOs6MhYG9THsuX,0.0211,0.627,0.614,0.0,0.0286,-6.006,0.17,96.038,0.758,70
260,Thank Me Later,14,3cBUv0RIoEyAm2b7qimEY6,Thank Me Now,spotify:track:3cBUv0RIoEyAm2b7qimEY6,0.282,0.495,0.772,0.0,0.119,-4.851,0.425,71.295,0.748,52
261,So Far Gone,1,1v24T2ug4TlssYZvI3aL4O,Lust For Life,spotify:track:1v24T2ug4TlssYZvI3aL4O,0.939,0.462,0.422,0.0327,0.108,-10.381,0.175,87.364,0.0853,55
262,So Far Gone,2,3XLSlQLJf3Ut0zvMUxnF1h,Houstatlantavegas,spotify:track:3XLSlQLJf3Ut0zvMUxnF1h,0.393,0.683,0.695,0.00124,0.124,-6.798,0.0574,135.337,0.406,61
263,So Far Gone,3,6NwhtCYkfwWlcR62Ac4E7y,Successful (feat. Trey Songz & Lil Wayne),spotify:track:6NwhtCYkfwWlcR62Ac4E7y,0.536,0.562,0.544,0.0,0.17,-5.065,0.369,159.517,0.231,61
264,So Far Gone,4,4FDSPGncHRpr6yB8DD4CtI,Let’s Call It Off (feat. Peter Bjorn and John),spotify:track:4FDSPGncHRpr6yB8DD4CtI,0.00427,0.79,0.731,0.29,0.157,-4.607,0.0327,127.403,0.938,54
265,So Far Gone,5,0JaVdpmiex2EP7bBzyKVTa,November 18th,spotify:track:0JaVdpmiex2EP7bBzyKVTa,0.579,0.749,0.476,0.0,0.1,-11.147,0.507,71.937,0.534,64
266,So Far Gone,6,2hcohLIysMxofYziluXCoX,Ignant Shit (feat. Lil Wayne),spotify:track:2hcohLIysMxofYziluXCoX,0.186,0.591,0.846,0.0,0.463,-3.687,0.276,94.795,0.121,58
267,So Far Gone,7,3lkkkYc1wBj5l3FVlpqvP6,A Night Off (feat. Lloyd),spotify:track:3lkkkYc1wBj5l3FVlpqvP6,0.374,0.611,0.508,3.87e-06,0.168,-5.573,0.0741,103.612,0.368,54
268,So Far Gone,8,7mPoCVGP752A5DtHf1SKkM,Say What's Real,spotify:track:7mPoCVGP752A5DtHf1SKkM,0.632,0.462,0.773,0.0,0.212,-5.375,0.288,86.157,0.455,53
269,So Far Gone,9,524wvipGqxPKYWxkjf9y46,Little Bit (feat. Lykke Li),spotify:track:524wvipGqxPKYWxkjf9y46,0.0999,0.758,0.888,0.0336,0.661,-4.899,0.0374,120.392,0.771,74
270,So Far Gone,10,3QLjDkgLh9AOEHlhQtDuhs,Best I Ever Had,spotify:track:3QLjDkgLh9AOEHlhQtDuhs,0.19,0.395,0.922,0.0,0.134,-2.176,0.375,162.361,0.558,81
271,So Far Gone,11,2TWSilrWcTrgVKcP8kfEfg,Unstoppable (feat. Santigold & Lil Wayne),spotify:track:2TWSilrWcTrgVKcP8kfEfg,0.165,0.774,0.912,0.0,0.745,-2.787,0.347,150.083,0.821,50
272,So Far Gone,12,0q7LGcVSpsIoSbjChtZ8lI,Uptown (feat. Bun B & Lil Wayne),spotify:track:0q7LGcVSpsIoSbjChtZ8lI,0.00391,0.416,0.824,0.0,0.104,-3.075,0.343,85.433,0.417,61
273,So Far Gone,13,43iKgGbmfqPLh3mxUlospI,Sooner Than Later,spotify:track:43iKgGbmfqPLh3mxUlospI,0.178,0.616,0.501,1.2e-05,0.105,-5.722,0.24,94.554,0.506,56
274,So Far Gone,14,4i3GraNMzBKze1WsVl38DS,Bria's Interlude (feat. Omarion),spotify:track:4i3GraNMzBKze1WsVl38DS,0.209,0.49,0.507,0.00104,0.119,-6.205,0.0849,147.037,0.237,67
275,So Far Gone,15,6MlGqWzDiLkZ0vmAEsisEk,The Calm,spotify:track:6MlGqWzDiLkZ0vmAEsisEk,0.819,0.471,0.784,1.13e-05,0.107,-8.25,0.883,160.833,0.258,51
276,So Far Gone,16,6hHKFReuQR9VQp39ev43wY,Outro (feat. Chilly Gonzales),spotify:track:6hHKFReuQR9VQp39ev43wY,0.988,0.397,0.0906,0.856,0.344,-21.655,0.054,185.167,0.136,46
277,So Far Gone,17,4XTXamS1g4g93jPxyuFJJ6,Brand New,spotify:track:4XTXamS1g4g93jPxyuFJJ6,0.631,0.399,0.491,0.0,0.171,-8.992,0.0714,94.542,0.356,57
278,So Far Gone,18,3SnXwQUrvSacFziUYXTNKY,Congratulations,spotify:track:3SnXwQUrvSacFziUYXTNKY,0.0185,0.333,0.859,0.0,0.22,-2.286,0.148,86.882,0.125,51
